subject_id,wave,participation,EVI,EVI_reduced,equal_polit,equal_job,equal_educ,homosexuality,abortion,divorce,SVI,rel_imp,rel_person,nation_pride,parents_proud,respect_author,age,hhsize,children,gender,maritalst,education,rel_service,hhincome,distress,bfive_extra,bfive_agree,bfive_consc,bfive_neuro,bfive_openn,region,prefecture,townsize,age_sq,age_group,cum_infected_in_pref_VIC1,cum_deaths_in_pref_VIC1,emergency_in_pref_VIC1
VIC3123,VIC1,Both W1 and W2,64.81481481481481,64.81481481481481,66.66666666666667,66.66666666666667,66.6666666666667,11.1111111111111,88.8888888888889,88.8888888888889,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,66,2,2,Female,Married,University-level education,Less often or never,5000000-6000000yen,1,4,3,2.5,1.5,4,Kansai,Osaka,"100,000-500,000",4356,50+ years,20.005238928520306,0.7468019057026812,1
VIC3123,VIC2,Both W1 and W2,48.14814814814815,53.70370370370371,66.66666666666667,33.333333333333336,66.6666666666667,11.1111111111111,44.4444444444444,66.6666666666667,58.33333333333334,66.6666666666667,100,0,0,100,67,2,2,Female,Married,University-level education,Less often or never,6000000-7000000yen,1,4,3,2.5,1.5,4,Kansai,Osaka,"100,000-500,000",4489,50+ years,20.005238928520306,0.7468019057026812,1
VIC3124,VIC1,W1 only,88.88888888888889,88.88888888888889,100,100,100,100,33.3333333333333,100,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,35,4,2,Female,Married,High school,Less often or never,3000000-4000000yen,2,2,4.5,3,3,2.5,Kyushu and Okinawa,Okinawa,"100,000-500,000",1225,18-35 years,9.676452149262682,0.4088641753209584,0
VIC3125,VIC1,W1 only,59.25925925925927,59.25925925925927,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,44.4444444444444,33.3333333333333,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,59,2,3,Female,Widowed,High school,Less often or never,3000000-4000000yen,1.2,1.5,3.5,2,3.5,3,Kyushu and Okinawa,Saga,"100,000-500,000",3481,50+ years,5.668920267868806,0,0
VIC3126,VIC1,Both W1 and W2,57.407407407407405,62.96296296296296,33.333333333333336,66.66666666666667,66.6666666666667,22.2222222222222,55.5555555555556,100,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,54,1,2,Female,Separated,High school,Less often or never,4000000-5000000yen,1,2,2.5,3.5,3.5,1.5,Kanto,Saitama,"100,000-500,000",2916,50+ years,13.288376142735677,0.612681277072854,1
VIC3126,VIC2,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,33.3333333333333,44.4444444444444,88.8888888888889,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,55,1,2,Female,Separated,High school,Less often or never,5000000-6000000yen,1,2,2.5,3.5,3.5,1.5,Kanto,Saitama,"100,000-500,000",3025,50+ years,13.288376142735677,0.612681277072854,1
VIC3127,VIC1,Both W1 and W2,72.22222222222223,66.66666666666667,66.66666666666667,100,66.6666666666667,55.5555555555556,55.5555555555556,88.8888888888889,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,68,1,0,Female,Separated,University-level education,Less often or never,3000000-4000000yen,1.4,4,2,3,1.5,4,Kanto,Tokyo,"100,000-500,000",4624,50+ years,36.14853903095434,1.558985830598464,1
VIC3127,VIC2,Both W1 and W2,85.18518518518519,90.74074074074073,66.66666666666667,100,100,66.6666666666667,77.7777777777778,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,69,1,0,Female,Separated,University-level education,Less often or never,3000000-4000000yen,1,4,2,3,1.5,4,Kanto,Tokyo,"100,000-500,000",4761,50+ years,36.14853903095434,1.558985830598464,1
VIC3128,VIC1,W1 only,70.37037037037038,70.37037037037038,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,44.4444444444444,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,51,3,2,Female,Married,Vocational school/University-preparator,Once a year,3000000-4000000yen,1.4,2,3.5,3,4.5,3,Chubu,Aichi,"500,000 and more",2601,50+ years,6.721984934533568,0.4507839995545193,0
VIC3131,VIC1,Both W1 and W2,59.25925925925926,48.14814814814815,66.66666666666667,66.66666666666667,33.3333333333333,44.4444444444444,44.4444444444444,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,53,3,1,Female,Married,Vocational school/University-preparator,Less often or never,5000000-6000000yen,1.4,1.5,4,3,3,2.5,Chubu,Aichi,"500,000 and more",2809,50+ years,6.721984934533568,0.4507839995545193,0
VIC3131,VIC2,Both W1 and W2,61.111111111111114,55.55555555555556,33.333333333333336,66.66666666666667,33.3333333333333,77.7777777777778,66.6666666666667,88.8888888888889,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,54,2,1,Female,Married,Vocational school/University-preparator,Only on special holidays,4000000-5000000yen,1.8,1.5,4,3,3,2.5,Chubu,Aichi,"500,000 and more",2916,50+ years,6.721984934533568,0.4507839995545193,0
VIC3132,VIC1,Both W1 and W2,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,11.1111111111111,100,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,64,2,1,Female,Married,Vocational school/University-preparator,Less often or never,5000000-6000000yen,1.2,4,3.5,2,4,4,Kanto,Saitama,"100,000-500,000",4096,50+ years,13.288376142735677,0.612681277072854,1
VIC3132,VIC2,Both W1 and W2,79.62962962962963,74.07407407407408,66.66666666666667,100,66.6666666666667,100,44.4444444444444,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,65,2,1,Female,Married,Vocational school/University-preparator,Less often or never,5000000-6000000yen,1,4,3.5,2,4,4,Kanto,Saitama,"100,000-500,000",4225,50+ years,13.288376142735677,0.612681277072854,1
VIC3133,VIC1,W1 only,44.44444444444444,55.55555555555556,33.333333333333336,33.333333333333336,66.6666666666667,33.3333333333333,44.4444444444444,55.5555555555556,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,51,2,0,Male,Married,University-level education,Only on special holidays,6000000-7000000yen,2,3,3.5,3.5,2.5,3.5,Kanto,Saitama,"100,000-500,000",2601,50+ years,13.288376142735677,0.612681277072854,1
VIC3134,VIC1,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,88.88888888888889,100,100,100,33.3333333333333,100,56,2,0,Female,Married,Vocational school/University-preparator,Less often or never,NA,1.2,3.5,2,3,3.5,3.5,Kansai,Hyogo,"100,000-500,000",3136,50+ years,12.772181968094431,0.6953336888074332,1
VIC3134,VIC2,Both W1 and W2,94.44444444444444,100,66.66666666666667,100,100,100,100,100,83.33333333333334,100,100,66.6666666666667,33.3333333333333,100,57,2,0,Female,Married,NA,Less often or never,NA,1,3.5,2,3,3.5,3.5,Kansai,Hyogo,"100,000-500,000",3249,50+ years,12.772181968094431,0.6953336888074332,1
VIC3135,VIC1,W1 only,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,66.66666666666667,66.6666666666667,100,33.3333333333333,66.6666666666667,50,53,4,2,Female,Married,High school,Only on special holidays,3000000-4000000yen,1.6,2.5,3,3,3,3,Kansai,Hyogo,"20,000-100,000",2809,50+ years,12.772181968094431,0.6953336888074332,1
VIC3136,VIC1,Both W1 and W2,94.44444444444444,100,66.66666666666667,100,100,100,100,100,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,58,2,1,Male,Married,High school,Less often or never,-3000000yen,1,2,2,3,3.5,4.5,Kansai,Wakayama,"5,000-20,000",3364,50+ years,6.828646497229521,0.32517364272521526,0
VIC3136,VIC2,Both W1 and W2,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,88.88888888888889,100,100,33.3333333333333,100,100,59,2,1,Male,Married,High school,Less often or never,-3000000yen,1,2,2,3,3.5,4.5,Kansai,Wakayama,"5,000-20,000",3481,50+ years,6.828646497229521,0.32517364272521526,0
VIC3137,VIC1,Both W1 and W2,83.33333333333334,83.33333333333334,33.333333333333336,100,66.6666666666667,100,100,100,36.111111111111114,33.3333333333333,0,33.3333333333333,33.3333333333333,100,55,3,2,Female,Married,University-level education,Only on special holidays,12000000yen-,2.2,4.5,2.5,3.5,3,5,Kanto,Chiba,"500,000 and more",3025,50+ years,14.002749630836599,0.6683130505626559,1
VIC3137,VIC2,Both W1 and W2,75.92592592592592,75.92592592592592,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,66.6666666666667,100,33.333333333333336,66.6666666666667,0,33.3333333333333,66.6666666666667,0,55,3,2,Female,Married,University-level education,Less often or never,12000000yen-,1.4,4.5,2.5,3.5,3,5,Kanto,Chiba,"500,000 and more",3025,50+ years,14.002749630836599,0.6683130505626559,1
VIC3138,VIC1,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,66.66666666666667,100,100,0,0,100,57,2,2,Female,Married,Vocational school/University-preparator,Less often or never,8000000-9000000yen,1.8,3,3,3,3,3,Kanto,Tochigi,"500,000 and more",3249,50+ years,3.103749018439373,0,0
VIC3138,VIC2,Both W1 and W2,61.111111111111114,66.66666666666667,33.333333333333336,66.66666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,69.44444444444444,100,100,33.3333333333333,33.3333333333333,50,58,2,2,Female,Married,Vocational school/University-preparator,Less often or never,8000000-9000000yen,1,3,3,3,3,3,Kanto,Tochigi,"500,000 and more",3364,50+ years,3.103749018439373,0,0
VIC3139,VIC1,W1 only,66.66666666666667,83.33333333333334,33.333333333333336,66.66666666666667,100,77.7777777777778,55.5555555555556,66.6666666666667,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,54,3,0,Female,Single,High school,Less often or never,5000000-6000000yen,1.6,3.5,2.5,4.5,3,4.5,Shikoku,Ehime,"100,000-500,000",2916,50+ years,5.2440702675449735,0.22474586860907028,0
VIC3140,VIC1,W1 only,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.6666666666667,100,100,0,66.66666666666667,33.3333333333333,100,66.6666666666667,33.3333333333333,100,50,4,2,Male,Married,University-level education,Only on special holidays,4000000-5000000yen,2.2,3,3,3.5,2.5,3,Chubu,Nagano,"20,000-100,000",2500,36-50 years,3.710917568313842,0,0
VIC3141,VIC1,W1 only,64.81481481481482,64.81481481481482,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,33.3333333333333,77.7777777777778,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,69,3,1,Male,Married,Vocational school/University-preparator,Less often or never,NA,1,2.5,4,3.5,2.5,4,Kanto,Gunma,"100,000-500,000",4761,50+ years,7.580797376115847,0.9282609031978588,0
VIC3142,VIC1,W1 only,51.851851851851855,51.851851851851855,66.66666666666667,66.66666666666667,66.6666666666667,33.3333333333333,44.4444444444444,33.3333333333333,66.66666666666667,66.6666666666667,100,33.3333333333333,66.6666666666667,50,37,4,2,Male,Married,High school,Less often or never,6000000-7000000yen,1,2.5,3.5,2,2.5,2.5,Kanto,Chiba,"100,000-500,000",1369,36-50 years,14.002749630836599,0.6683130505626559,1
VIC3143,VIC1,Both W1 and W2,100,100,100,100,100,100,100,100,94.44444444444444,100,100,100,66.6666666666667,100,52,3,0,Male,Single,High school,Less often or never,-3000000yen,1.2,3,3,1,2.5,4.5,Chugoku,Okayama,"20,000-100,000",2704,50+ years,1.3238496276275766,0,0
VIC3143,VIC2,Both W1 and W2,77.77777777777777,100,66.66666666666667,0,100,100,100,100,80.55555555555556,100,100,33.3333333333333,100,50,53,3,0,Male,Single,High school,Less often or never,-3000000yen,1,3,3,1,2.5,4.5,Chugoku,Okayama,"20,000-100,000",2809,50+ years,1.3238496276275766,0,0
VIC3145,VIC1,Both W1 and W2,77.77777777777777,83.33333333333334,66.66666666666667,33.333333333333336,66.6666666666667,100,100,100,72.22222222222223,100,100,0,33.3333333333333,100,30,3,0,Male,Single,High school,Less often or never,12000000yen-,1,1.5,3,2.5,3,3,Kanto,Tokyo,"20,000-100,000",900,18-35 years,36.14853903095434,1.558985830598464,1
VIC3145,VIC2,Both W1 and W2,83.33333333333334,83.33333333333334,100,33.333333333333336,66.6666666666667,100,100,100,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,31,3,0,Male,Single,High school,Less often or never,8000000-9000000yen,1,1.5,3,2.5,3,3,Kanto,Tokyo,"20,000-100,000",961,18-35 years,36.14853903095434,1.558985830598464,1
VIC3146,VIC1,Both W1 and W2,61.111111111111114,66.66666666666667,33.333333333333336,66.66666666666667,66.6666666666667,77.7777777777778,66.6666666666667,55.5555555555556,38.888888888888886,0,100,0,33.3333333333333,50,25,4,0,Male,Single,High school,Once a week or more,5000000-6000000yen,2,1.5,4,2.5,4,2,Hokkaido and Tohoku,Fukushima,"100,000-500,000",625,18-35 years,4.41861885975631,0,0
VIC3146,VIC2,Both W1 and W2,22.22222222222222,22.22222222222222,0,0,0,44.4444444444444,44.4444444444444,44.4444444444444,47.22222222222222,0,100,100,33.3333333333333,0,26,4,0,Male,Single,High school,Once a month,4000000-5000000yen,1.8,1.5,4,2.5,4,2,Hokkaido and Tohoku,Fukushima,"100,000-500,000",676,18-35 years,4.41861885975631,0,0
VIC3147,VIC1,Both W1 and W2,74.07407407407408,74.07407407407408,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,100,100,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,65,3,2,Female,Married,University-level education,Less often or never,9000000-10000000yen,1.4,3.5,4,4.5,3.5,4,Kanto,Saitama,"500,000 and more",4225,50+ years,13.288376142735677,0.612681277072854,1
VIC3147,VIC2,Both W1 and W2,74.07407407407408,74.07407407407408,66.66666666666667,66.66666666666667,66.6666666666667,66.6666666666667,77.7777777777778,100,69.44444444444446,66.6666666666667,100,100,66.6666666666667,0,66,2,2,Female,Married,University-level education,Less often or never,9000000-10000000yen,1,3.5,4,4.5,3.5,4,Kanto,Saitama,"500,000 and more",4356,50+ years,13.288376142735677,0.612681277072854,1
VIC3148,VIC1,Both W1 and W2,100,100,100,100,100,100,100,100,50.00000000000001,66.6666666666667,100,0,0,50,58,1,3,Male,Separated,High school,Only on special holidays,6000000-7000000yen,1,3.5,4,3,3,3.5,Kanto,Chiba,"5,000-20,000",3364,50+ years,14.002749630836599,0.6683130505626559,1
VIC3148,VIC2,Both W1 and W2,44.44444444444444,38.888888888888886,66.66666666666667,33.333333333333336,33.3333333333333,44.4444444444444,44.4444444444444,44.4444444444444,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,59,1,3,Male,Separated,High school,Once a year,6000000-7000000yen,1,3.5,4,3,3,3.5,Kanto,Chiba,"5,000-20,000",3481,50+ years,14.002749630836599,0.6683130505626559,1
VIC3149,VIC1,Both W1 and W2,68.51851851851852,74.07407407407408,33.333333333333336,66.66666666666667,66.6666666666667,100,44.4444444444444,100,66.66666666666667,100,100,0,0,100,53,2,2,Female,Separated,Vocational school/University-preparator,Once a month,-3000000yen,2.2,4,3,1.5,3.5,2.5,Chubu,Ishikawa,"100,000-500,000",2809,50+ years,25.164985174733292,1.7659638719111084,0
VIC3149,VIC2,Both W1 and W2,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,58.33333333333334,66.6666666666667,100,0,0,100,53,2,2,Female,Separated,Vocational school/University-preparator,Once a month,3000000-4000000yen,1.2,4,3,1.5,3.5,2.5,Chubu,Ishikawa,"100,000-500,000",2809,50+ years,25.164985174733292,1.7659638719111084,0
VIC3150,VIC1,W1 only,50,66.66666666666667,100,0,100,22.2222222222222,22.2222222222222,55.5555555555556,52.777777777777786,33.3333333333333,100,0,66.6666666666667,50,60,1,2,Female,Separated,Vocational school/University-preparator,Only on special holidays,NA,1,1.5,3.5,2,2,4,Chugoku,Yamaguchi,"100,000-500,000",3600,50+ years,2.756957779054423,0,0
VIC3151,VIC1,Both W1 and W2,38.888888888888886,38.888888888888886,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,44.4444444444444,44.4444444444444,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,56,1,0,Male,Single,NA,Less often or never,NA,3,3,3,3,3,3,Kansai,Mie,"100,000-500,000",3136,50+ years,2.5420080960133404,0.05648906880029646,0
VIC3151,VIC2,Both W1 and W2,44.44444444444444,44.44444444444444,33.333333333333336,33.333333333333336,33.3333333333333,55.5555555555556,55.5555555555556,55.5555555555556,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,57,1,0,Male,Single,High school,Less often or never,-3000000yen,1,3,3,3,3,3,Kansai,Mie,"100,000-500,000",3249,50+ years,2.5420080960133404,0.05648906880029646,0
VIC3152,VIC1,Both W1 and W2,46.2962962962963,57.407407407407405,33.333333333333336,33.333333333333336,66.6666666666667,44.4444444444444,44.4444444444444,55.5555555555556,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,64,4,2,Male,Married,University-level education,Less often or never,3000000-4000000yen,2.2,3,3.5,3.5,3,4,Kansai,Osaka,"100,000-500,000",4096,50+ years,20.005238928520306,0.7468019057026812,1
VIC3152,VIC2,Both W1 and W2,55.55555555555556,61.111111111111114,33.333333333333336,66.66666666666667,66.6666666666667,44.4444444444444,55.5555555555556,66.6666666666667,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,65,4,2,Male,Married,University-level education,Less often or never,3000000-4000000yen,1.2,3,3.5,3.5,3,4,Kansai,Osaka,"100,000-500,000",4225,50+ years,20.005238928520306,0.7468019057026812,1
VIC3154,VIC1,Both W1 and W2,77.77777777777777,83.33333333333334,66.66666666666667,100,100,44.4444444444444,66.6666666666667,88.8888888888889,77.77777777777777,100,100,0,66.6666666666667,100,52,2,2,Female,Married,University-level education,Less often or never,NA,1.2,2,3.5,3,3.5,4.5,Kanto,Kanagawa,"100,000-500,000",2704,50+ years,13.521212877694081,0.6928403716352451,1
VIC3154,VIC2,Both W1 and W2,85.18518518518519,85.18518518518519,100,100,100,55.5555555555556,55.5555555555556,100,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,53,2,2,Female,Married,University-level education,Less often or never,NA,1.2,2,3.5,3,3.5,4.5,Kanto,Kanagawa,"100,000-500,000",2809,50+ years,13.521212877694081,0.6928403716352451,1
VIC3155,VIC1,Both W1 and W2,35.18518518518519,46.2962962962963,33.333333333333336,33.333333333333336,66.6666666666667,11.1111111111111,33.3333333333333,33.3333333333333,66.66666666666667,66.6666666666667,100,33.3333333333333,66.6666666666667,50,53,1,0,Male,Single,University-level education,Less often or never,7000000-8000000yen,2.4,2.5,2,1.5,4,1.5,Kanto,Saitama,"20,000-100,000",2809,50+ years,13.288376142735677,0.612681277072854,1
